ID	PartType	PartName	PrimaryAttribute	Number	AdditionAttr	SuitAttr	SuitId
12260235	6	60级橙色法师手镯（套装）	{4,552,1104},{5,662,1324}	4,8400,5,1600	{1000,1,773,3864},{300,1,773,3864},{100,1,773,3864},{1000,2,552,2760},{300,2,552,2760},{100,2,552,2760},{1000,3,276,1380},{300,3,276,1380},{100,3,276,1380},{1000,4,276,1380},{300,4,276,1380},{100,4,276,1380},{1000,5,221,1104},{300,5,221,1104},{100,5,221,1104},{1000,6,221,1104},{300,6,221,1104},{100,6,221,1104},{1000,7,138,690},{300,7,138,690},{100,7,138,690},{1000,8,138,690},{300,8,138,690},{100,8,138,690},{1000,9,138,690},{300,9,138,690},{100,9,138,690},{1000,10,138,690},{300,10,138,690},{100,10,138,690},{1000,11,83,414},{300,11,83,414},{100,11,83,414},{1000,13,83,414},{300,13,83,414},{100,13,83,414},{1000,14,69,345},{300,14,69,345},{100,14,69,345},{1000,15,138,690},{300,15,138,690},{100,15,138,690},{1000,16,56,276},{300,16,56,276},{100,16,56,276},{1000,19,138,690},{300,19,138,690},{100,19,138,690}	1	44
12270235	7	60级橙色法师鞋子（套装）	{1,1545,3091},{6,662,1324}	4,8400,5,1600	{1000,1,773,3864},{300,1,773,3864},{100,1,773,3864},{1000,2,552,2760},{300,2,552,2760},{100,2,552,2760},{1000,3,276,1380},{300,3,276,1380},{100,3,276,1380},{1000,4,276,1380},{300,4,276,1380},{100,4,276,1380},{1000,5,221,1104},{300,5,221,1104},{100,5,221,1104},{1000,6,221,1104},{300,6,221,1104},{100,6,221,1104},{1000,7,138,690},{300,7,138,690},{100,7,138,690},{1000,8,138,690},{300,8,138,690},{100,8,138,690},{1000,9,138,690},{300,9,138,690},{100,9,138,690},{1000,10,138,690},{300,10,138,690},{100,10,138,690},{1000,11,83,414},{300,11,83,414},{100,11,83,414},{1000,13,83,414},{300,13,83,414},{100,13,83,414},{1000,14,69,345},{300,14,69,345},{100,14,69,345},{1000,15,138,690},{300,15,138,690},{100,15,138,690},{1000,16,56,276},{300,16,56,276},{100,16,56,276},{1000,19,138,690},{300,19,138,690},{100,19,138,690}	1	43
12280235	8	60级橙色法师戒指（套装）	{2,3312,6624},{8,552,1104}	4,8400,5,1600	{1000,1,773,3864},{300,1,773,3864},{100,1,773,3864},{1000,2,552,2760},{300,2,552,2760},{100,2,552,2760},{1000,3,276,1380},{300,3,276,1380},{100,3,276,1380},{1000,4,276,1380},{300,4,276,1380},{100,4,276,1380},{1000,5,221,1104},{300,5,221,1104},{100,5,221,1104},{1000,6,221,1104},{300,6,221,1104},{100,6,221,1104},{1000,7,138,690},{300,7,138,690},{100,7,138,690},{1000,8,138,690},{300,8,138,690},{100,8,138,690},{1000,9,138,690},{300,9,138,690},{100,9,138,690},{1000,10,138,690},{300,10,138,690},{100,10,138,690},{1000,11,83,414},{300,11,83,414},{100,11,83,414},{1000,13,83,414},{300,13,83,414},{100,13,83,414},{1000,14,69,345},{300,14,69,345},{100,14,69,345},{1000,15,138,690},{300,15,138,690},{100,15,138,690},{1000,16,56,276},{300,16,56,276},{100,16,56,276},{1000,19,138,690},{300,19,138,690},{100,19,138,690}	1	44
13100000	1	——射手掉落类	{1,200,300},{2,200,200}	1,5000,2,1000	{2000,1,300,400},{2000,2,300,400},{2000,3,300,400},{2000,4,300,400},{2000,5,300,400}	0	-1
13110114	1	30级紫色射手头盔	{5,256,512},{6,192,384}	3,9900,4,100	{1000,1,256,1280},{300,1,256,1280},{100,1,256,1280},{1000,2,144,720},{300,2,144,720},{100,2,144,720},{1000,3,80,400},{300,3,80,400},{100,3,80,400},{1000,4,80,400},{300,4,80,400},{100,4,80,400},{1000,5,64,320},{300,5,64,320},{100,5,64,320},{1000,6,48,240},{300,6,48,240},{100,6,48,240},{1000,7,32,160},{300,7,32,160},{100,7,32,160},{1000,8,32,160},{300,8,32,160},{100,8,32,160},{1000,9,40,200},{300,9,40,200},{100,9,40,200},{1000,10,40,200},{300,10,40,200},{100,10,40,200},{1000,11,40,200},{300,11,40,200},{100,11,40,200},{1000,13,24,120},{300,13,24,120},{100,13,24,120},{1000,14,20,100},{300,14,20,100},{100,14,20,100},{1000,15,40,200},{300,15,40,200},{100,15,40,200},{1000,16,24,120},{300,16,24,120},{100,16,24,120},{1000,19,32,160},{300,19,32,160},{100,19,32,160}	0	-1
13120114	2	30级紫色射手武器	{3,480,960},{7,192,384}	3,9900,4,100	{1000,1,256,1280},{300,1,256,1280},{100,1,256,1280},{1000,2,144,720},{300,2,144,720},{100,2,144,720},{1000,3,80,400},{300,3,80,400},{100,3,80,400},{1000,4,80,400},{300,4,80,400},{100,4,80,400},{1000,5,64,320},{300,5,64,320},{100,5,64,320},{1000,6,48,240},{300,6,48,240},{100,6,48,240},{1000,7,32,160},{300,7,32,160},{100,7,32,160},{1000,8,32,160},{300,8,32,160},{100,8,32,160},{1000,9,40,200},{300,9,40,200},{100,9,40,200},{1000,10,40,200},{300,10,40,200},{100,10,40,200},{1000,11,40,200},{300,11,40,200},{100,11,40,200},{1000,13,24,120},{300,13,24,120},{100,13,24,120},{1000,14,20,100},{300,14,20,100},{100,14,20,100},{1000,15,40,200},{300,15,40,200},{100,15,40,200},{1000,16,24,120},{300,16,24,120},{100,16,24,120},{1000,19,32,160},{300,19,32,160},{100,19,32,160}	0	-1
13130114	3	30级紫色射手衣服	{1,1536,3072},{2,576,1152}	3,9900,4,100	{1000,1,256,1280},{300,1,256,1280},{100,1,256,1280},{1000,2,144,720},{300,2,144,720},{100,2,144,720},{1000,3,80,400},{300,3,80,400},{100,3,80,400},{1000,4,80,400},{300,4,80,400},{100,4,80,400},{1000,5,64,320},{300,5,64,320},{100,5,64,320},{1000,6,48,240},{300,6,48,240},{100,6,48,240},{1000,7,32,160},{300,7,32,160},{100,7,32,160},{1000,8,32,160},{300,8,32,160},{100,8,32,160},{1000,9,40,200},{300,9,40,200},{100,9,40,200},{1000,10,40,200},{300,10,40,200},{100,10,40,200},{1000,11,40,200},{300,11,40,200},{100,11,40,200},{1000,13,24,120},{300,13,24,120},{100,13,24,120},{1000,14,20,100},{300,14,20,100},{100,14,20,100},{1000,15,40,200},{300,15,40,200},{100,15,40,200},{1000,16,24,120},{300,16,24,120},{100,16,24,120},{1000,19,32,160},{300,19,32,160},{100,19,32,160}	0	-1
13140114	4	30级紫色射手项链	{3,160,320},{6,144,288}	3,9900,4,100	{1000,1,256,1280},{300,1,256,1280},{100,1,256,1280},{1000,2,144,720},{300,2,144,720},{100,2,144,720},{1000,3,80,400},{300,3,80,400},{100,3,80,400},{1000,4,80,400},{300,4,80,400},{100,4,80,400},{1000,5,64,320},{300,5,64,320},{100,5,64,320},{1000,6,48,240},{300,6,48,240},{100,6,48,240},{1000,7,32,160},{300,7,32,160},{100,7,32,160},{1000,8,32,160},{300,8,32,160},{100,8,32,160},{1000,9,40,200},{300,9,40,200},{100,9,40,200},{1000,10,40,200},{300,10,40,200},{100,10,40,200},{1000,11,40,200},{300,11,40,200},{100,11,40,200},{1000,13,24,120},{300,13,24,120},{100,13,24,120},{1000,14,20,100},{300,14,20,100},{100,14,20,100},{1000,15,40,200},{300,15,40,200},{100,15,40,200},{1000,16,24,120},{300,16,24,120},{100,16,24,120},{1000,19,32,160},{300,19,32,160},{100,19,32,160}	0	-1
13150114	5	30级紫色射手腰带	{1,512,1024},{5,192,384}	3,9900,4,100	{1000,1,256,1280},{300,1,256,1280},{100,1,256,1280},{1000,2,144,720},{300,2,144,720},{100,2,144,720},{1000,3,80,400},{300,3,80,400},{100,3,80,400},{1000,4,80,400},{300,4,80,400},{100,4,80,400},{1000,5,64,320},{300,5,64,320},{100,5,64,320},{1000,6,48,240},{300,6,48,240},{100,6,48,240},{1000,7,32,160},{300,7,32,160},{100,7,32,160},{1000,8,32,160},{300,8,32,160},{100,8,32,160},{1000,9,40,200},{300,9,40,200},{100,9,40,200},{1000,10,40,200},{300,10,40,200},{100,10,40,200},{1000,11,40,200},{300,11,40,200},{100,11,40,200},{1000,13,24,120},{300,13,24,120},{100,13,24,120},{1000,14,20,100},{300,14,20,100},{100,14,20,100},{1000,15,40,200},{300,15,40,200},{100,15,40,200},{1000,16,24,120},{300,16,24,120},{100,16,24,120},{1000,19,32,160},{300,19,32,160},{100,19,32,160}	0	-1
13160114	6	30级紫色射手手镯	{3,160,320},{5,192,384}	3,9900,4,100	{1000,1,256,1280},{300,1,256,1280},{100,1,256,1280},{1000,2,144,720},{300,2,144,720},{100,2,144,720},{1000,3,80,400},{300,3,80,400},{100,3,80,400},{1000,4,80,400},{300,4,80,400},{100,4,80,400},{1000,5,64,320},{300,5,64,320},{100,5,64,320},{1000,6,48,240},{300,6,48,240},{100,6,48,240},{1000,7,32,160},{300,7,32,160},{100,7,32,160},{1000,8,32,160},{300,8,32,160},{100,8,32,160},{1000,9,40,200},{300,9,40,200},{100,9,40,200},{1000,10,40,200},{300,10,40,200},{100,10,40,200},{1000,11,40,200},{300,11,40,200},{100,11,40,200},{1000,13,24,120},{300,13,24,120},{100,13,24,120},{1000,14,20,100},{300,14,20,100},{100,14,20,100},{1000,15,40,200},{300,15,40,200},{100,15,40,200},{1000,16,24,120},{300,16,24,120},{100,16,24,120},{1000,19,32,160},{300,19,32,160},{100,19,32,160}	0	-1
13170114	7	30级紫色射手鞋子	{1,512,1024},{6,144,288}	3,9900,4,100	{1000,1,256,1280},{300,1,256,1280},{100,1,256,1280},{1000,2,144,720},{300,2,144,720},{100,2,144,720},{1000,3,80,400},{300,3,80,400},{100,3,80,400},{1000,4,80,400},{300,4,80,400},{100,4,80,400},{1000,5,64,320},{300,5,64,320},{100,5,64,320},{1000,6,48,240},{300,6,48,240},{100,6,48,240},{1000,7,32,160},{300,7,32,160},{100,7,32,160},{1000,8,32,160},{300,8,32,160},{100,8,32,160},{1000,9,40,200},{300,9,40,200},{100,9,40,200},{1000,10,40,200},{300,10,40,200},{100,10,40,200},{1000,11,40,200},{300,11,40,200},{100,11,40,200},{1000,13,24,120},{300,13,24,120},{100,13,24,120},{1000,14,20,100},{300,14,20,100},{100,14,20,100},{1000,15,40,200},{300,15,40,200},{100,15,40,200},{1000,16,24,120},{300,16,24,120},{100,16,24,120},{1000,19,32,160},{300,19,32,160},{100,19,32,160}	0	-1
13180114	8	30级紫色射手戒指	{2,864,1728},{7,128,256}	3,9900,4,100	{1000,1,256,1280},{300,1,256,1280},{100,1,256,1280},{1000,2,144,720},{300,2,144,720},{100,2,144,720},{1000,3,80,400},{300,3,80,400},{100,3,80,400},{1000,4,80,400},{300,4,80,400},{100,4,80,400},{1000,5,64,320},{300,5,64,320},{100,5,64,320},{1000,6,48,240},{300,6,48,240},{100,6,48,240},{1000,7,32,160},{300,7,32,160},{100,7,32,160},{1000,8,32,160},{300,8,32,160},{100,8,32,160},{1000,9,40,200},{300,9,40,200},{100,9,40,200},{1000,10,40,200},{300,10,40,200},{100,10,40,200},{1000,11,40,200},{300,11,40,200},{100,11,40,200},{1000,13,24,120},{300,13,24,120},{100,13,24,120},{1000,14,20,100},{300,14,20,100},{100,14,20,100},{1000,15,40,200},{300,15,40,200},{100,15,40,200},{1000,16,24,120},{300,16,24,120},{100,16,24,120},{1000,19,32,160},{300,19,32,160},{100,19,32,160}	0	-1
13110115	1	30级橙色射手头盔	{5,320,640},{6,240,480}	4,9900,5,100	{1000,1,320,1600},{300,1,320,1600},{100,1,320,1600},{1000,2,180,900},{300,2,180,900},{100,2,180,900},{1000,3,100,500},{300,3,100,500},{100,3,100,500},{1000,4,100,500},{300,4,100,500},{100,4,100,500},{1000,5,80,400},{300,5,80,400},{100,5,80,400},{1000,6,60,300},{300,6,60,300},{100,6,60,300},{1000,7,40,200},{300,7,40,200},{100,7,40,200},{1000,8,40,200},{300,8,40,200},{100,8,40,200},{1000,9,50,250},{300,9,50,250},{100,9,50,250},{1000,10,50,250},{300,10,50,250},{100,10,50,250},{1000,11,50,250},{300,11,50,250},{100,11,50,250},{1000,13,30,150},{300,13,30,150},{100,13,30,150},{1000,14,25,125},{300,14,25,125},{100,14,25,125},{1000,15,50,250},{300,15,50,250},{100,15,50,250},{1000,16,30,150},{300,16,30,150},{100,16,30,150},{1000,19,40,200},{300,19,40,200},{100,19,40,200}	0	-1
13120115	2	30级橙色射手武器	{3,600,1200},{7,240,480}	4,9900,5,100	{1000,1,320,1600},{300,1,320,1600},{100,1,320,1600},{1000,2,180,900},{300,2,180,900},{100,2,180,900},{1000,3,100,500},{300,3,100,500},{100,3,100,500},{1000,4,100,500},{300,4,100,500},{100,4,100,500},{1000,5,80,400},{300,5,80,400},{100,5,80,400},{1000,6,60,300},{300,6,60,300},{100,6,60,300},{1000,7,40,200},{300,7,40,200},{100,7,40,200},{1000,8,40,200},{300,8,40,200},{100,8,40,200},{1000,9,50,250},{300,9,50,250},{100,9,50,250},{1000,10,50,250},{300,10,50,250},{100,10,50,250},{1000,11,50,250},{300,11,50,250},{100,11,50,250},{1000,13,30,150},{300,13,30,150},{100,13,30,150},{1000,14,25,125},{300,14,25,125},{100,14,25,125},{1000,15,50,250},{300,15,50,250},{100,15,50,250},{1000,16,30,150},{300,16,30,150},{100,16,30,150},{1000,19,40,200},{300,19,40,200},{100,19,40,200}	0	-1
13130115	3	30级橙色射手衣服	{1,1920,3840},{2,720,1440}	4,9900,5,100	{1000,1,320,1600},{300,1,320,1600},{100,1,320,1600},{1000,2,180,900},{300,2,180,900},{100,2,180,900},{1000,3,100,500},{300,3,100,500},{100,3,100,500},{1000,4,100,500},{300,4,100,500},{100,4,100,500},{1000,5,80,400},{300,5,80,400},{100,5,80,400},{1000,6,60,300},{300,6,60,300},{100,6,60,300},{1000,7,40,200},{300,7,40,200},{100,7,40,200},{1000,8,40,200},{300,8,40,200},{100,8,40,200},{1000,9,50,250},{300,9,50,250},{100,9,50,250},{1000,10,50,250},{300,10,50,250},{100,10,50,250},{1000,11,50,250},{300,11,50,250},{100,11,50,250},{1000,13,30,150},{300,13,30,150},{100,13,30,150},{1000,14,25,125},{300,14,25,125},{100,14,25,125},{1000,15,50,250},{300,15,50,250},{100,15,50,250},{1000,16,30,150},{300,16,30,150},{100,16,30,150},{1000,19,40,200},{300,19,40,200},{100,19,40,200}	0	-1
13140115	4	30级橙色射手项链	{3,200,400},{6,180,360}	4,9900,5,100	{1000,1,320,1600},{300,1,320,1600},{100,1,320,1600},{1000,2,180,900},{300,2,180,900},{100,2,180,900},{1000,3,100,500},{300,3,100,500},{100,3,100,500},{1000,4,100,500},{300,4,100,500},{100,4,100,500},{1000,5,80,400},{300,5,80,400},{100,5,80,400},{1000,6,60,300},{300,6,60,300},{100,6,60,300},{1000,7,40,200},{300,7,40,200},{100,7,40,200},{1000,8,40,200},{300,8,40,200},{100,8,40,200},{1000,9,50,250},{300,9,50,250},{100,9,50,250},{1000,10,50,250},{300,10,50,250},{100,10,50,250},{1000,11,50,250},{300,11,50,250},{100,11,50,250},{1000,13,30,150},{300,13,30,150},{100,13,30,150},{1000,14,25,125},{300,14,25,125},{100,14,25,125},{1000,15,50,250},{300,15,50,250},{100,15,50,250},{1000,16,30,150},{300,16,30,150},{100,16,30,150},{1000,19,40,200},{300,19,40,200},{100,19,40,200}	0	-1
13150115	5	30级橙色射手腰带	{1,640,1280},{5,240,480}	4,9900,5,100	{1000,1,320,1600},{300,1,320,1600},{100,1,320,1600},{1000,2,180,900},{300,2,180,900},{100,2,180,900},{1000,3,100,500},{300,3,100,500},{100,3,100,500},{1000,4,100,500},{300,4,100,500},{100,4,100,500},{1000,5,80,400},{300,5,80,400},{100,5,80,400},{1000,6,60,300},{300,6,60,300},{100,6,60,300},{1000,7,40,200},{300,7,40,200},{100,7,40,200},{1000,8,40,200},{300,8,40,200},{100,8,40,200},{1000,9,50,250},{300,9,50,250},{100,9,50,250},{1000,10,50,250},{300,10,50,250},{100,10,50,250},{1000,11,50,250},{300,11,50,250},{100,11,50,250},{1000,13,30,150},{300,13,30,150},{100,13,30,150},{1000,14,25,125},{300,14,25,125},{100,14,25,125},{1000,15,50,250},{300,15,50,250},{100,15,50,250},{1000,16,30,150},{300,16,30,150},{100,16,30,150},{1000,19,40,200},{300,19,40,200},{100,19,40,200}	0	-1
13160115	6	30级橙色射手手镯	{3,200,400},{5,240,480}	4,9900,5,100	{1000,1,320,1600},{300,1,320,1600},{100,1,320,1600},{1000,2,180,900},{300,2,180,900},{100,2,180,900},{1000,3,100,500},{300,3,100,500},{100,3,100,500},{1000,4,100,500},{300,4,100,500},{100,4,100,500},{1000,5,80,400},{300,5,80,400},{100,5,80,400},{1000,6,60,300},{300,6,60,300},{100,6,60,300},{1000,7,40,200},{300,7,40,200},{100,7,40,200},{1000,8,40,200},{300,8,40,200},{100,8,40,200},{1000,9,50,250},{300,9,50,250},{100,9,50,250},{1000,10,50,250},{300,10,50,250},{100,10,50,250},{1000,11,50,250},{300,11,50,250},{100,11,50,250},{1000,13,30,150},{300,13,30,150},{100,13,30,150},{1000,14,25,125},{300,14,25,125},{100,14,25,125},{1000,15,50,250},{300,15,50,250},{100,15,50,250},{1000,16,30,150},{300,16,30,150},{100,16,30,150},{1000,19,40,200},{300,19,40,200},{100,19,40,200}	0	-1
13170115	7	30级橙色射手鞋子	{1,640,1280},{6,180,360}	4,9900,5,100	{1000,1,320,1600},{300,1,320,1600},{100,1,320,1600},{1000,2,180,900},{300,2,180,900},{100,2,180,900},{1000,3,100,500},{300,3,100,500},{100,3,100,500},{1000,4,100,500},{300,4,100,500},{100,4,100,500},{1000,5,80,400},{300,5,80,400},{100,5,80,400},{1000,6,60,300},{300,6,60,300},{100,6,60,300},{1000,7,40,200},{300,7,40,200},{100,7,40,200},{1000,8,40,200},{300,8,40,200},{100,8,40,200},{1000,9,50,250},{300,9,50,250},{100,9,50,250},{1000,10,50,250},{300,10,50,250},{100,10,50,250},{1000,11,50,250},{300,11,50,250},{100,11,50,250},{1000,13,30,150},{300,13,30,150},{100,13,30,150},{1000,14,25,125},{300,14,25,125},{100,14,25,125},{1000,15,50,250},{300,15,50,250},{100,15,50,250},{1000,16,30,150},{300,16,30,150},{100,16,30,150},{1000,19,40,200},{300,19,40,200},{100,19,40,200}	0	-1
13180115	8	30级橙色射手戒指	{2,1080,2160},{7,160,320}	4,9900,5,100	{1000,1,320,1600},{300,1,320,1600},{100,1,320,1600},{1000,2,180,900},{300,2,180,900},{100,2,180,900},{1000,3,100,500},{300,3,100,500},{100,3,100,500},{1000,4,100,500},{300,4,100,500},{100,4,100,500},{1000,5,80,400},{300,5,80,400},{100,5,80,400},{1000,6,60,300},{300,6,60,300},{100,6,60,300},{1000,7,40,200},{300,7,40,200},{100,7,40,200},{1000,8,40,200},{300,8,40,200},{100,8,40,200},{1000,9,50,250},{300,9,50,250},{100,9,50,250},{1000,10,50,250},{300,10,50,250},{100,10,50,250},{1000,11,50,250},{300,11,50,250},{100,11,50,250},{1000,13,30,150},{300,13,30,150},{100,13,30,150},{1000,14,25,125},{300,14,25,125},{100,14,25,125},{1000,15,50,250},{300,15,50,250},{100,15,50,250},{1000,16,30,150},{300,16,30,150},{100,16,30,150},{1000,19,40,200},{300,19,40,200},{100,19,40,200}	0	-1
13110124	1	40级紫色射手头盔	{5,396,793},{6,297,595}	3,9900,4,100	{1000,1,397,1984},{300,1,397,1984},{100,1,397,1984},{1000,2,224,1116},{300,2,224,1116},{100,2,224,1116},{1000,3,124,620},{300,3,124,620},{100,3,124,620},{1000,4,124,620},{300,4,124,620},{100,4,124,620},{1000,5,100,496},{300,5,100,496},{100,5,100,496},{1000,6,75,372},{300,6,75,372},{100,6,75,372},{1000,7,50,248},{300,7,50,248},{100,7,50,248},{1000,8,50,248},{300,8,50,248},{100,8,50,248},{1000,9,62,310},{300,9,62,310},{100,9,62,310},{1000,10,62,310},{300,10,62,310},{100,10,62,310},{1000,11,62,310},{300,11,62,310},{100,11,62,310},{1000,13,38,186},{300,13,38,186},{100,13,38,186},{1000,14,31,155},{300,14,31,155},{100,14,31,155},{1000,15,62,310},{300,15,62,310},{100,15,62,310},{1000,16,38,186},{300,16,38,186},{100,16,38,186},{1000,19,50,248},{300,19,50,248},{100,19,50,248}	0	-1
13120124	2	40级紫色射手武器	{3,744,1488},{7,297,595}	3,9900,4,100	{1000,1,397,1984},{300,1,397,1984},{100,1,397,1984},{1000,2,224,1116},{300,2,224,1116},{100,2,224,1116},{1000,3,124,620},{300,3,124,620},{100,3,124,620},{1000,4,124,620},{300,4,124,620},{100,4,124,620},{1000,5,100,496},{300,5,100,496},{100,5,100,496},{1000,6,75,372},{300,6,75,372},{100,6,75,372},{1000,7,50,248},{300,7,50,248},{100,7,50,248},{1000,8,50,248},{300,8,50,248},{100,8,50,248},{1000,9,62,310},{300,9,62,310},{100,9,62,310},{1000,10,62,310},{300,10,62,310},{100,10,62,310},{1000,11,62,310},{300,11,62,310},{100,11,62,310},{1000,13,38,186},{300,13,38,186},{100,13,38,186},{1000,14,31,155},{300,14,31,155},{100,14,31,155},{1000,15,62,310},{300,15,62,310},{100,15,62,310},{1000,16,38,186},{300,16,38,186},{100,16,38,186},{1000,19,50,248},{300,19,50,248},{100,19,50,248}	0	-1
13130124	3	40级紫色射手衣服	{1,2380,4761},{2,892,1785}	3,9900,4,100	{1000,1,397,1984},{300,1,397,1984},{100,1,397,1984},{1000,2,224,1116},{300,2,224,1116},{100,2,224,1116},{1000,3,124,620},{300,3,124,620},{100,3,124,620},{1000,4,124,620},{300,4,124,620},{100,4,124,620},{1000,5,100,496},{300,5,100,496},{100,5,100,496},{1000,6,75,372},{300,6,75,372},{100,6,75,372},{1000,7,50,248},{300,7,50,248},{100,7,50,248},{1000,8,50,248},{300,8,50,248},{100,8,50,248},{1000,9,62,310},{300,9,62,310},{100,9,62,310},{1000,10,62,310},{300,10,62,310},{100,10,62,310},{1000,11,62,310},{300,11,62,310},{100,11,62,310},{1000,13,38,186},{300,13,38,186},{100,13,38,186},{1000,14,31,155},{300,14,31,155},{100,14,31,155},{1000,15,62,310},{300,15,62,310},{100,15,62,310},{1000,16,38,186},{300,16,38,186},{100,16,38,186},{1000,19,50,248},{300,19,50,248},{100,19,50,248}	0	-1
13140124	4	40级紫色射手项链	{3,248,496},{6,223,446}	3,9900,4,100	{1000,1,397,1984},{300,1,397,1984},{100,1,397,1984},{1000,2,224,1116},{300,2,224,1116},{100,2,224,1116},{1000,3,124,620},{300,3,124,620},{100,3,124,620},{1000,4,124,620},{300,4,124,620},{100,4,124,620},{1000,5,100,496},{300,5,100,496},{100,5,100,496},{1000,6,75,372},{300,6,75,372},{100,6,75,372},{1000,7,50,248},{300,7,50,248},{100,7,50,248},{1000,8,50,248},{300,8,50,248},{100,8,50,248},{1000,9,62,310},{300,9,62,310},{100,9,62,310},{1000,10,62,310},{300,10,62,310},{100,10,62,310},{1000,11,62,310},{300,11,62,310},{100,11,62,310},{1000,13,38,186},{300,13,38,186},{100,13,38,186},{1000,14,31,155},{300,14,31,155},{100,14,31,155},{1000,15,62,310},{300,15,62,310},{100,15,62,310},{1000,16,38,186},{300,16,38,186},{100,16,38,186},{1000,19,50,248},{300,19,50,248},{100,19,50,248}	0	-1
13150124	5	40级紫色射手腰带	{1,793,1587},{5,297,595}	3,9900,4,100	{1000,1,397,1984},{300,1,397,1984},{100,1,397,1984},{1000,2,224,1116},{300,2,224,1116},{100,2,224,1116},{1000,3,124,620},{300,3,124,620},{100,3,124,620},{1000,4,124,620},{300,4,124,620},{100,4,124,620},{1000,5,100,496},{300,5,100,496},{100,5,100,496},{1000,6,75,372},{300,6,75,372},{100,6,75,372},{1000,7,50,248},{300,7,50,248},{100,7,50,248},{1000,8,50,248},{300,8,50,248},{100,8,50,248},{1000,9,62,310},{300,9,62,310},{100,9,62,310},{1000,10,62,310},{300,10,62,310},{100,10,62,310},{1000,11,62,310},{300,11,62,310},{100,11,62,310},{1000,13,38,186},{300,13,38,186},{100,13,38,186},{1000,14,31,155},{300,14,31,155},{100,14,31,155},{1000,15,62,310},{300,15,62,310},{100,15,62,310},{1000,16,38,186},{300,16,38,186},{100,16,38,186},{1000,19,50,248},{300,19,50,248},{100,19,50,248}	0	-1
13160124	6	40级紫色射手手镯	{3,248,496},{5,297,595}	3,9900,4,100	{1000,1,397,1984},{300,1,397,1984},{100,1,397,1984},{1000,2,224,1116},{300,2,224,1116},{100,2,224,1116},{1000,3,124,620},{300,3,124,620},{100,3,124,620},{1000,4,124,620},{300,4,124,620},{100,4,124,620},{1000,5,100,496},{300,5,100,496},{100,5,100,496},{1000,6,75,372},{300,6,75,372},{100,6,75,372},{1000,7,50,248},{300,7,50,248},{100,7,50,248},{1000,8,50,248},{300,8,50,248},{100,8,50,248},{1000,9,62,310},{300,9,62,310},{100,9,62,310},{1000,10,62,310},{300,10,62,310},{100,10,62,310},{1000,11,62,310},{300,11,62,310},{100,11,62,310},{1000,13,38,186},{300,13,38,186},{100,13,38,186},{1000,14,31,155},{300,14,31,155},{100,14,31,155},{1000,15,62,310},{300,15,62,310},{100,15,62,310},{1000,16,38,186},{300,16,38,186},{100,16,38,186},{1000,19,50,248},{300,19,50,248},{100,19,50,248}	0	-1
